129,95,167,132,0.463404
129,99,167,136,0.459958
132,107,172,146,0.471631
136,118,177,158,0.485405
143,132,184,172,0.461746
154,149,194,189,0.476865
158,139,198,179,0.467086
162,123,202,163,0.479613
165,113,204,152,0.475169
166,105,205,144,0.478803
167,97,207,137,0.460276
166,98,206,138,0.462092
161,101,205,145,0.472418
156,108,204,156,0.459241
166,121,199,153,0.519228
163,135,198,169,0.501036
164,127,197,159,0.494040
163,114,196,146,0.529610
162,104,196,137,0.498504
161,98,196,132,0.495879
159,93,194,127,0.512028
157,94,192,128,0.536080
154,101,190,136,0.539017
152,110,189,145,0.535927
150,120,189,157,0.550518
149,125,188,162,0.575968
148,110,187,147,0.588375
147,97,185,133,0.527732
143,91,179,125,0.531648
137,90,173,124,0.500347
126,99,161,132,0.486549
123,108,158,141,0.487428
121,121,156,154,0.514146
119,137,154,170,0.532082
118,153,153,186,0.524242
118,157,153,190,0.581249
120,147,154,180,0.527211
121,136,156,169,0.549360
123,129,160,164,0.522721
128,126,165,161,0.498582
138,128,176,164,0.497723
141,133,179,169,0.477814
148,142,186,178,0.508485
154,154,193,191,0.527274
158,168,197,205,0.560134
166,168,205,205,0.520956
170,152,209,189,0.483374
171,138,212,177,0.459386
178,130,218,168,0.476779
183,125,223,163,0.491903
187,123,227,161,0.476173
187,127,227,165,0.467116
185,134,227,174,0.460690
178,145,222,187,0.449975
171,157,215,199,0.450702
156,149,200,191,0.467292
149,129,192,170,0.487935
142,111,186,152,0.478409
138,100,182,141,0.437659
135,91,179,132,0.464800
131,86,175,127,0.482660
130,90,175,132,0.469699
130,97,177,140,0.477123
130,109,179,153,0.474199
130,118,180,163,0.507802
132,111,182,156,0.504511
132,99,184,145,0.511878
133,92,186,139,0.498568
135,89,188,136,0.490458
140,90,193,137,0.505871
147,98,200,145,0.490487
147,107,201,155,0.494303
147,120,202,169,0.495058
147,137,202,186,0.489956
147,151,202,200,0.524999
147,141,203,191,0.490389
152,140,192,178,0.532513
151,133,191,171,0.583632
151,132,191,170,0.587347
151,134,191,172,0.587110
151,143,191,181,0.567540
151,153,191,191,0.548039
152,167,192,205,0.509399
153,185,193,223,0.530076
154,202,194,240,0.547832
156,195,195,232,0.543047
156,179,196,217,0.520504
156,166,196,204,0.517282
156,155,196,193,0.494703
151,156,199,202,0.492343
150,143,199,190,0.483493
150,144,199,191,0.490361
150,147,200,195,0.484461
150,156,201,205,0.475704
150,166,201,215,0.475905
149,148,202,198,0.510967
147,121,205,175,0.490890
147,106,204,159,0.498768
148,100,205,153,0.498190
157,89,197,127,0.497587
154,89,195,127,0.483558
152,90,195,129,0.516699
151,102,195,143,0.509661
152,120,195,160,0.541767
150,132,195,175,0.515054
NaN,NaN,NaN,NaN,NaN
141,112,181,150,0.489718
139,103,179,141,0.543037
137,100,176,137,0.509868
134,99,173,136,0.501972
130,106,170,144,0.473005
129,114,171,154,0.491803
129,127,171,167,0.514036
130,138,172,178,0.505531
133,137,175,177,0.487049
135,113,175,151,0.525030
136,105,176,143,0.479887
138,100,178,138,0.470417
151,91,184,123,0.607368
158,90,191,122,0.639268
162,103,195,135,0.589045
167,114,200,146,0.579718
174,126,208,159,0.544134
177,130,212,164,0.617730
178,123,213,157,0.594653
176,95,219,136,0.480414
177,92,221,134,0.491627
178,90,222,132,0.505967
179,89,223,131,0.500376
180,89,223,130,0.483233
185,101,226,140,0.521495
187,110,231,152,0.498898
189,121,234,164,0.511183
191,124,235,166,0.547414
193,119,238,162,0.505841
193,91,237,133,0.461436
193,86,237,128,0.473607
189,85,233,127,0.472547
183,85,226,126,0.469935
178,88,220,128,0.480846
171,103,214,144,0.482093
167,115,210,156,0.494605
165,127,207,167,0.490056
161,126,203,166,0.513308
157,115,198,155,0.485740
155,94,196,134,0.503179
154,91,195,131,0.485760
152,90,193,130,0.485534
150,91,191,131,0.491592
149,96,190,136,0.501076
143,116,189,161,0.483611
142,130,188,175,0.479907
140,140,186,185,0.483124
137,138,183,183,0.490058
128,125,175,171,0.492324
115,107,151,142,0.537468
114,103,150,138,0.513109
113,102,150,138,0.508668
112,104,149,140,0.489392
110,109,148,145,0.474126
116,128,155,165,0.504761
120,141,159,178,0.491008
123,143,164,182,0.514330
130,138,170,176,0.486849
138,120,178,158,0.465770
145,95,183,131,0.467699
150,87,188,123,0.453684
154,84,192,120,0.485686
157,84,195,120,0.488453
162,89,200,125,0.491076
165,111,203,147,0.499618
165,124,203,160,0.475970
165,132,202,167,0.500671
165,130,202,165,0.510113
165,115,202,150,0.526352
166,95,202,129,0.500859
165,91,201,125,0.485265
164,91,200,125,0.482336
163,94,198,127,0.478436
160,98,196,132,0.503360
152,122,188,156,0.548563
150,135,187,170,0.504604
147,137,186,174,0.520563
146,133,184,169,0.510962
145,121,183,157,0.514847
133,105,173,143,0.511726
135,108,175,146,0.505743
137,114,177,152,0.482958
138,118,178,156,0.466545
138,126,179,165,0.509398
137,149,180,190,0.491328
136,161,181,203,0.464335
135,167,181,210,0.528569
